407	407
407	17468
407	23141
414	414
414	2544
414	3946
414	6764
414	7313
414	8222
414	10957
414	12130
414	13760
414	18438
414	19464
414	20989
414	539
414	9431
414	11819
414	11714
414	12105
416	416
416	2398
416	3684
416	7371
416	9531
416	9982
416	13108
416	13301
416	19139
419	419
419	9363
427	427
434	434
440	440
440	20249
440	9525
443	443
443	9765
443	9817
443	12235
445	445
445	2370
445	6224
445	6613
445	8171
445	9444
445	10945
445	13045
445	16218
445	18191
445	23937
445	651
445	3805
445	8735
445	17935
445	20534
445	9539
457	457
457	5323
457	9439
457	14479
469	469
469	3921
469	17943
469	1977
469	2597
469	18129
470	470
470	4344
474	474
500	500
500	2396
500	6309
500	12763
500	13284
500	13858
500	19074
500	22286
500	22610
501	501
501	2571
501	3865
501	9617
501	9690
501	20566
501	9474
501	9477
506	506
506	6565
506	12000
506	12960
506	17822
506	21228
506	22224
506	23260
506	675
526	526
534	534
534	840
534	2551
534	5132
534	8496
534	8689
534	11601
534	12023
534	18570
534	23255
573	573
573	1250
573	9563
606	606
606	23524
606	21870
615	615
615	2393
615	7353
615	8717
615	8889
615	8963
615	10773
615	10848
615	11232
615	11349
615	11982
615	12597
615	12775
615	14773
615	15074
615	15722
615	16227
615	16630
615	20572
615	20788
615	20804
615	21510
615	22593
615	23448
615	2738
630	630
630	2505
630	6493
630	8336
630	9192
630	10908
630	12167
630	12254
630	13368
630	15106
630	18697
630	19561
630	20640
630	21333
630	4191
630	5016
630	16137
630	20886
630	23550
630	11939
630	21274
640	640
644	644
644	4182
644	6500
644	9281
644	10227
644	11098
644	13984
644	2020
644	8738
644	12044
644	12875
644	14928
644	14954
644	15193
644	19546
644	20482
644	21332
644	21661
644	22459
644	23213
644	23795
644	16908
644	16938
644	20595
644	20696
644	21351
662	662
667	667
669	669
673	673
687	687
687	9327
688	688
688	3561
688	8646
688	11838
688	14509
688	12217
693	693
693	9625
701	701
701	13127
701	11177
704	704
715	715
737	737
737	12593
737	11198
755	755
761	761
764	764
764	4123
764	12669
764	15371
764	6833
764	11418
764	18934
764	20349
764	21466
786	786
799	799
799	7086
799	9901
799	9774
816	816
825	825
850	850
854	854
854	1081
854	2415
854	3783
854	4052
854	4438
854	6431
854	7482
854	8007
854	9317
854	10758
854	12341
854	13313
854	14297
854	15604
854	16933
854	17701
854	18247
854	19850
854	20162
854	23023
854	5143
854	5848
861	861
861	9677
861	979
861	17296
877	877
879	879
884	884
884	21718
885	885
896	896
896	3919
896	8268
896	10348
896	15707
896	19187
896	9305
896	11402
914	914
914	1926
914	4312
914	7295
914	8848
914	12657
914	15962
914	16738
914	20517
914	23037
914	2190
914	5850
914	6874
914	11844
914	3609
914	18127
914	13168
914	13290
929	929
929	4031
929	10655
929	13303
929	16765
929	21809
929	3377
929	7190
929	13391
929	15905
929	16329
929	23918
940	940
940	9018
940	964
971	971
971	5347
971	7641
971	23440
983	983
983	4894
983	8529
983	14487
983	15324
983	20027
1001	1001
1001	3917
1001	6095
1001	7072
1001	11142
1001	15262
1001	19063
1001	23625
1001	1334
1001	2098
