9	9
9	494
9	573
9	9361
9	9502
9	12202
9	13816
9	15700
14	14
14	8038
14	278
14	648
14	809
14	2313
14	2653
14	3583
14	3643
14	3727
14	3915
14	4750
14	4844
14	5241
14	5373
14	5515
14	5777
14	6711
14	6818
14	7076
14	7134
14	7974
14	8872
14	9044
14	9115
14	9256
14	9472
14	9557
14	9804
14	10418
14	11432
14	11554
14	12078
14	12084
14	12244
14	12847
14	12855
14	12963
14	13503
14	13551
14	13567
14	13612
14	13935
14	14026
14	14068
14	14301
14	15293
14	15501
14	16185
14	16301
14	16575
14	16731
14	17139
14	17273
14	17396
14	18303
14	18740
14	19813
14	19863
14	19978
14	20137
14	20598
14	20722
14	20805
14	21366
14	21594
14	22152
25	25
26	26
27	27
31	31
31	205
31	775
31	784
31	496
31	845
31	887
31	2240
31	2585
31	8059
31	8398
31	9146
31	9284
31	9295
31	9863
31	11469
31	11473
31	11536
31	11870
31	12806
31	13317
31	14268
31	16176
31	16938
31	20044
31	20578
31	20634
31	20925
35	35
35	2897
35	5633
35	64
35	74
35	272
35	332
35	352
35	374
35	392
35	434
35	471
35	508
35	557
35	653
35	677
35	705
35	714
35	722
35	743
35	839
35	896
35	6082
35	6493
35	7971
35	8336
35	8577
35	8738
35	8806
35	8906
35	9018
35	9037
35	9084
35	9192
35	9403
35	9460
35	9467
35	9531
35	9573
35	9677
35	9829
35	9994
35	11464
35	11894
35	11978
35	12431
35	13274
35	13368
35	13642
35	13909
35	14644
35	15223
35	15312
35	15905
35	23918
35	16256
35	16736
35	16835
35	17025
35	17662
35	17846
35	17860
35	18818
35	20051
35	20260
35	20607
35	20918
35	21239
35	21464
35	21805
35	23533
35	23624
39	39
39	104
39	411
39	959
39	642
39	795
39	9033
39	9762
39	9038
39	9054
39	9656
39	9657
39	9713
39	9754
39	9812
39	9881
39	9921
39	9053
39	9545
39	9707
39	9756
39	9761
39	11420
39	12064
39	12375
39	12506
39	13016
39	13160
39	13946
39	13235
39	13335
39	13389
39	13445
39	13573
39	13593
39	13697
39	13997
39	13251
39	13446
39	13599
39	13864
39	20462
39	20880
45	45
45	6873
45	8596
45	9721
45	11530
45	12505
45	23142
45	23267
50	50
52	52
53	53
53	9439
53	13303
53	14994
53	17667
53	21002
53	21859
53	22459
57	57
57	269
57	830
57	914
57	12657
57	1926
57	2190
57	3609
57	4312
57	7295
57	8848
57	11609
57	11844
57	13168
57	16738
57	20019
57	20517
57	21881
57	23037
59	59
59	861
59	903
59	11773
59	17741
60	60
78	78
78	160
78	769
83	83
85	85
85	286
85	684
85	967
85	8148
85	13198
85	4969
85	8189
85	13273
85	14479
85	21577
85	21991
91	91
91	543
91	844
93	93
95	95
95	9919
97	97
97	9834
97	11080
97	12946
107	107
107	20919
119	119
123	123
123	668
127	127
127	355
127	717
127	8309
127	9497
127	11137
127	13205
127	13348
127	6863
127	7183
127	9720
127	9997
127	10503
127	10601
127	12531
127	13293
127	14830
127	14862
127	15410
127	16447
127	16919
127	18115
127	18215
127	19553
127	20288
127	22041
127	22919
132	132
133	133
144	144
144	9308
144	9453
144	11759
144	11933
144	16065
153	153
158	158
163	163
164	164
164	9636
164	11359
164	20304
167	167
167	474
167	544
177	177
185	185
190	190
190	11441
195	195
195	2636
195	9166
195	10134
195	16088
195	23982
197	197
197	11034
197	13882
197	465
197	2285
197	4888
197	5993
197	8646
197	8826
197	9543
197	10500
197	12941
197	15960
197	20547
197	22180
197	22186
197	22731
200	200
200	8412
200	12368
203	203
203	539
203	710
210	210
210	889
219	219
227	227
227	799
227	940
227	972
228	228
228	832
228	950
233	233
239	239
240	240
240	3377
240	13391
240	20177
255	255
255	407
255	443
255	462
255	750
255	778
255	5491
259	259
259	9817
264	264
266	266
266	610
273	273
279	279
279	9424
282	282
282	13753
282	13956
287	287
287	2843
299	299
299	8260
299	12365
300	300
303	303
303	13005
303	13236
303	13832
303	20660
304	304
314	314
314	20678
316	316
323	323
323	526
328	328
334	334
334	939
341	341
341	2815
341	4102
341	6430
341	8304
341	10294
341	11655
341	12373
341	13279
341	14522
341	16773
341	18729
344	344
344	961
345	345
347	347
347	8881
347	10137
347	18092
347	11460
347	19673
347	22696
348	348
354	354
359	359
359	2417
359	10322
359	14699
359	1145
359	3051
359	8491
359	20116
359	12638
359	15796
359	16613
359	22463
359	23445
362	362
362	1275
362	2278
362	8139
362	11368
362	15287
362	17141
363	363
363	1857
363	2747
363	4737
363	5292
363	7057
363	8230
363	9665
363	11740
363	12641
363	16329
363	17889
363	18151
363	19453
363	20696
363	23643
366	366
370	370
375	375
375	14653
378	378
379	379
382	382
382	2545
382	11629
382	13406
383	383
383	899
384	384
384	4290
386	386
386	12024
386	12208
386	17059
386	17151
390	390
395	395
402	402
834	834
834	871
850	850
854	854
854	13313
854	5143
854	6431
854	7482
854	9317
854	10758
854	11352
854	12341
854	15604
854	16933
854	20162
854	21491
854	22493
873	873
877	877
879	879
882	882
882	2335
882	20320
884	884
885	885
907	907
921	921
929	929
929	4378
929	7099
929	8925
929	9243
929	11997
929	12834
929	13256
929	14533
929	1732
929	3847
929	5014
929	6923
929	10336
929	18728
929	13527
929	15133
929	16807
929	16863
929	18116
929	19499
929	20728
929	21425
929	21712
929	23268
929	23799
946	946
947	947
960	960
964	964
971	971
971	23440
979	979
979	17296
990	990
1001	1001
1001	3917
1001	19063
1001	1107
1001	1162
1001	1228
1001	7072
1001	11142
1001	23625
1005	1005
1007	1007
1012	1012
1012	1052
1012	1165
1012	1175
1012	1186
1012	1189
1012	1284
1012	1318
1012	1382
1012	1463
1012	1490
1012	1503
1012	1512
1012	1546
1012	1553
1012	1605
1012	1612
1012	1651
1012	1820
1012	1828
1012	1880
1012	1944
1012	1972
1012	1979
1012	1990
1012	7345
1012	18711
1012	19739
1012	19998
1012	1013
1012	1014
1012	1505
1012	1075
1012	1101
1012	1136
1012	1151
1012	1185
1012	1227
1012	1252
1012	1258
1012	1334
1012	1335
1012	1393
1012	1441
1012	1839
1012	1481
1012	1500
1012	1625
1012	1701
1012	1716
1012	1786
1012	1811
1012	1863
1012	1865
1012	1872
1012	1895
1012	1957
1012	1959
1012	1973
1012	3715
1012	5679
1012	7481
1012	14864
